FIPS,State,County,effect_Cost_Per_Meal_on_obesity,effect_Cost_Per_Meal_on_diabetes,effect_Cost_Per_Meal_on_TOT,effect_SNAP_Participation_Rate_Pct_on_obesity,effect_SNAP_Participation_Rate_Pct_on_diabetes,effect_SNAP_Participation_Rate_Pct_on_TOT,effect_Median_Household_Income_on_obesity,effect_Median_Household_Income_on_diabetes,effect_Median_Household_Income_on_TOT,effect_pct_households_no_vehicle_on_obesity,effect_pct_households_no_vehicle_on_diabetes,effect_pct_households_no_vehicle_on_TOT,effect_No_SNAP_Below_Poverty_Gap_on_obesity,effect_No_SNAP_Below_Poverty_Gap_on_diabetes,effect_No_SNAP_Below_Poverty_Gap_on_TOT
1113,AL,Russell,3.8901774327367713,-0.2191429742976445,566.0147102944834,0.17208718022771577,0.07616340906673374,-19.09574312339265,-0.0006815039466195229,-0.00015130553233399282,-0.09963764627462213,13.02087487274639,4.17494847053349,-2518.144702258748,-7.108050365883038e-05,-2.324854555244357e-06,0.05136920895225019
1117,AL,Shelby,7.338954408010432,-0.1918029042841365,1291.9246712772674,0.1968308300104426,0.006926946015134891,-13.434106778940865,-6.237914687223954e-05,-8.240347481840884e-05,-0.12455507731429089,-1.191846958917362,-6.374348798019023,-8656.646957135265,-0.00020948869596192754,-1.648237433087645e-05,-0.05913505065385781
2130,AK,Ketchikan Gateway,-4.62910580544383,-0.6419401641288476,-3140.91539635923,-0.014125212298706627,0.023270451490081293,237.70023288324805,0.00010662693695048499,0.0003346832757649002,-0.1703315177321316,0.23401321785300766,-4.155062452011625,15417.95445125363,3.58497046280796e-05,-0.00019045238929594327,-0.22464167477031638
2180,AK,Nome,4.91781007620267,2.2694492687083923,-3140.9865357075105,0.35991711535987825,0.18869882526621073,262.2981423863439,0.001389947009276586,0.0008070723192724281,-1.8450503010342407,25.661891841768004,25.222456802627285,56035.63536689043,-0.00012698529853262934,-4.639944008479324e-05,-0.5225636464374559
5015,AR,Carroll,-2.2495489313996506,-2.6438919118495967,224.72181385754652,0.09163671448447211,0.06110730204984921,-17.871507674781753,-0.00016995830007127816,-6.312234516480796e-05,-0.08561296498427803,16.02704183537967,7.83540166365297,5310.966282070943,-8.969217610726532e-05,-2.163834512053427e-05,0.04699044920922476
5063,AR,Independence,-1.6058822245418423,-3.3799395427026497,-225.8536071982711,0.13932131006464843,0.12586706379963342,22.9290621455118,-0.000376230141746174,-0.0001237318112490259,-0.09521848807628812,9.252168643536375,11.694772277683551,6557.843375936936,1.251652788502647e-05,4.360254256848265e-05,0.09594522617157207
5121,AR,Randolph,-3.6986810323509696,-4.302747684866041,-2244.2733067242493,0.07371743766929414,0.12413846470866574,28.341339315143316,-0.0002064539759058186,-0.00010621085391997335,-0.17217261389229574,17.623457104633463,16.79663144418346,11123.411561839719,3.749955861697522e-05,4.7078514549479595e-05,0.11683187578364694
6001,CA,Alameda,-1.5151972303759567,-0.9115797551282516,117.39647293395683,0.3887029417520282,0.01136313182512607,87.04820211665312,-0.0005151756699318196,-1.3188583691783813e-05,-0.03605044877300484,-15.494313719946934,0.5249008829383524,8361.283465264027,0.00017831739497417058,5.1225217929341285e-05,0.042454692108171314
6005,CA,Amador,-3.3491611267231503,-0.7415814426666955,803.464110393187,0.2710348940653417,-0.0635597571501818,-118.98094195772119,-0.00019444921769176104,0.0001585990079683216,-0.09819761980014091,13.67095887687508,0.04953932333368094,3304.4044943127365,-5.081870741955994e-05,-7.058947392381065e-05,-0.025089932087671407
6013,CA,Contra Costa,-1.8029631406077264,-1.7216152820539503,-2396.035421781586,0.3871462177947987,0.00914810790676885,10.024573974397242,-0.0004168609257054845,9.120585990381348e-05,-0.09988288467860007,-8.779803575365188,5.983148299557126,5171.820674175209,0.00019668552350538538,6.814527524472913e-05,0.07625244843013011
6019,CA,Fresno,-5.812175826707645,-4.090614402964043,-293.4577302928178,0.17407688042333558,0.10469536199467686,60.78870894496063,-0.0006126659694956798,-1.1744698356527447e-05,-0.15677176386366898,-0.2376422221703578,7.424160393247177,10026.096775851329,0.00017872535436996154,2.846879134529291e-05,0.04797685841103891
6023,CA,Humboldt,-5.916782207687829,-1.9158873238650411,1229.7997086738396,0.16558793274905487,0.10942759455043631,29.921793016266765,-0.00035629329050266846,0.0002449256624645457,-0.3316674291207908,6.30883259417271,9.642898203599811,12407.127434905935,1.5443105853631613e-05,-5.402060486685519e-05,-0.050112515102935164
6033,CA,Lake,-6.823495603431255,-2.168935196198377,-1025.5299634772568,0.15902764954692625,0.018721460886667266,-48.890653368399505,-0.00030723336165597596,0.00020294956881754345,-0.26521953559261396,19.44737826764493,9.158591609352383,11396.659176277293,4.305265032814555e-05,-6.447959053304158e-05,-0.009903969887568469
6037,CA,Los Angeles,-6.634769331815244,1.4745894113706077,4813.365659651994,-0.007728933534536964,-0.2415596806828384,311.4278657607048,2.0260476646211676e-05,-0.0006813903361676738,-0.1606422740651765,-14.707570875566297,-27.787402852227054,12483.20339340731,-4.612607761237634e-06,6.934650850668089e-06,0.028465838126615628
6047,CA,Merced,-2.9198028356237926,-3.29794881445313,1842.985221234733,0.26019290006439383,0.09257388644893247,-80.83661501401465,-0.0010706569261633827,1.7722147668389016e-05,-0.1689999635258535,2.8276082064852925,4.320323904804841,-732.0571232414504,0.0001238015405214994,1.3534408258134011e-05,0.037888401466431694
6057,CA,Nevada,-3.0310522510264395,0.3263065118896352,1515.0577069681785,0.3036329447277244,0.012060670087254966,-61.06391417091112,9.367687141398931e-05,0.00027575017748970095,-0.27500223357671216,9.2457707137366,7.838001830265366,9611.929166882488,-0.00010940778571359922,-4.318319011953522e-05,-0.033844304621112556
6081,CA,San Mateo,-1.227403994013735,0.97636949003601,-2552.1363827919595,0.5421985597357251,-0.008222595845162963,145.289871413828,-0.0003947050929565321,6.530684636089137e-05,0.14118785395657824,-16.103188840428192,3.154692750178711,17319.429421337496,0.00031789758880850297,5.9276531748020934e-05,0.05951963733855429
6085,CA,Santa Clara,-2.6342585618076546,-1.2449765530610553,-5043.613927080622,0.4561841796662346,0.023278280009902817,166.66101693164666,-0.0002508478242865832,4.908564862111719e-05,0.04697016029788581,-18.090885100152377,7.889599787448853,16305.86685134714,0.0003760344156845068,0.00011197535502041793,0.10908447514782965
6115,CA,Yuba,-6.099140097661934,-4.248829178777641,-1901.9080871829992,0.1570326124129937,0.03537203122413413,7.197952406805548,-0.0007432563293440377,6.493949231776838e-05,-0.0879519984428214,4.955948091746328,2.0601885292305746,5832.108246252237,0.00021616346450924968,-3.219113842655447e-05,0.0011531068506793422
8013,CO,Boulder,0.2989795440083107,-0.1141367537256901,1637.4640426821416,0.32207256932849176,0.050870074167541676,14.52144238208649,-0.0005172101323077665,0.00013351552259863053,-0.12624113705227152,-7.7494013423069354,-0.24992486413151305,1735.7837230428458,2.4800998774807047e-05,-1.8765163331214456e-05,-0.0379867092819452
8029,CO,Delta,-6.991391698654046,-2.6752137265451585,-1486.6959032348323,0.06104916726383053,-0.02059864050522499,-26.04699008884801,-5.713442304871989e-05,5.760336201227245e-05,-0.046349695703862256,22.463514791747095,5.961560647406454,10207.41508489837,-2.1055063158009063e-05,-8.30266295387139e-05,0.020456547510919694
8049,CO,Grand,-0.5782951658652484,0.9429900889385501,1406.9170863811687,0.2783967278699644,-0.013967699220261198,-14.855807952110297,-0.0003771314402139889,0.0002753680339802109,-0.11344595221256679,-0.5821721540451197,-5.2856447721209605,1301.9396783117213,-3.819063337194026e-05,-0.00011394023387500667,-0.12615267673474434
8077,CO,Mesa,-4.123974440750745,-2.4330576778301625,1472.333179602551,0.09577949356178261,0.012515674795879093,4.949304864313947,-0.0003407078109797884,6.0347998265746226e-05,-0.02080721891941656,5.098791089834364,-3.3499590863693456,2747.0318793497086,-4.2463535112762643e-05,-9.746157611077703e-05,-0.06041860722743232
8083,CO,Montezuma,-3.928509000357111,-2.2388365593203114,1665.2578466137074,0.14034176028155787,0.02804763586291702,-47.437556438920616,-0.00028242238806791244,4.3393513057002064e-05,-0.03128072236717437,11.630011333433712,2.898003905284185,4031.146341210385,-7.75056121516445e-05,-6.533910983209022e-05,-0.0007745947092749964
8091,CO,Ouray,-5.990081320168412,-1.354563166292711,-2893.571894604611,0.14500895946940634,-0.02247570362596847,-6.051557027888322,0.0004865457407333048,0.00036346421087271,-0.0001499362561027534,17.069715897800858,8.267930776070056,13835.673857626965,-8.075581274889139e-05,-0.00013076623984690188,-0.06358316607348077
11001,DC,District of Columbia,-1.8444614445379577,-1.375418724912376,-5717.361604268102,0.3875805999709221,0.09287257046176162,-69.01970741490763,-0.0010855837342756186,0.0008699865435688386,-1.1623351990284014,-16.576525553988972,28.012667095662326,-3.371958562602231,0.00017373350591653411,2.8349755438902605e-05,-0.04368521105838444
13009,GA,Baldwin,3.468585427926036,-1.2807020227959616,644.2590780989827,0.12166297362267023,0.09860082859955552,7.736125734509535,-0.00025416366222786663,-0.00017998420989568309,-0.22486538133429232,13.99599432186499,8.07519120149601,1853.7670273065023,-0.00014271919194108756,2.8588324068817196e-05,0.052522795033902725
13027,GA,Brooks,1.2094386396255326,-0.19958378505620678,-1448.583168440304,0.13657363487691368,0.06990056468325509,-1.534124254762888,-0.00031018507274940593,-0.00014918371737094812,-0.1379423632051869,25.205815329283293,13.102237198516972,7155.971097845507,-7.102937792483294e-05,1.2883720626574144e-05,0.1101173700069637
13103,GA,Effingham,6.584557082122307,-1.6317669914591044,826.6525035578456,0.1302150671223244,0.004354610962814322,6.076769123537372,-0.00018713659805126706,-0.00014071798816298086,-0.1043578225257491,-2.0685255853372704,-9.964018801139499,-9877.430485174826,-0.00015836896774641218,-2.6586625716043302e-05,-0.07942066328637239
