FIPS,AE_latent_1,AE_latent_2,AE_latent_3,AE_latent_4
5147,0.9995229,2.5231504,5.3321557,-3.144834
5149,1.1072955,2.779633,2.8271356,-2.4409745
6001,-0.5846212,5.394857,5.9561596,-0.38077214
6005,1.6344743,2.11715,4.740083,-0.213703
6007,1.5309914,4.512796,5.4159555,-1.8164545
6009,1.8577077,2.3993683,4.9500685,0.09771228
6011,2.018425,3.03539,4.936038,-1.6552862
6013,0.08353664,3.7010255,4.4147434,0.24388346
6015,1.5984203,4.0638385,5.21951,-2.3323424
6017,1.9670556,3.9240952,6.135928,-0.36912385
6019,0.051497713,4.8373647,4.1963463,-1.6726733
6021,1.5717394,2.9374037,3.443464,-1.9524683
6023,2.3789155,4.8428516,7.135851,-1.9319848
6025,0.80487525,2.9650009,2.421206,-2.3456674
6027,1.9794695,3.9896827,4.5462217,-2.8266263
6029,-0.03125356,4.5943007,3.7444415,-1.5725976
6031,1.3058162,2.961802,3.5839477,-2.100899
6033,1.5218713,2.067625,4.785738,-0.6910142
6035,2.1742196,4.193154,5.9992514,-2.1048732
6037,-12.9107485,23.776146,7.7038097,3.4601676
6039,1.4374532,3.241733,4.6473317,-0.958392
6041,2.5342607,4.564236,8.280745,-0.3669568
6043,1.4069948,1.8449254,4.154031,-0.41891572
6045,2.3737905,3.7787218,7.0187855,-2.0423822
6047,0.3349669,2.380285,3.047745,-1.0575458
6049,2.7619061,3.0558496,6.479543,-1.9385039
6051,3.0231452,4.3083987,6.950607,-2.2880564
6053,1.1766402,3.526991,4.2733884,-1.4265846
6055,2.2806075,4.0150466,6.6464643,-1.0790825
6057,2.788146,4.7566867,8.055888,-0.9015726
6059,-2.1451359,8.5842285,5.0571413,-0.020866841
6061,1.4787441,3.992267,5.303953,-0.7080792
6063,2.7963617,3.5057495,7.12061,-2.3797483
6065,-1.9811975,5.466177,2.5956922,0.21268299
6067,-0.58558106,5.448066,4.321222,-0.8264476
6069,1.3712809,2.099599,4.1552544,0.21110648
