FIPS,AE_latent_1,AE_latent_2,AE_latent_3,AE_latent_4
18005,1.2490656,3.3014839,3.2047355,-2.165075
18009,0.77645004,1.7907467,3.2129376,-2.1679635
18011,1.6786473,3.1827903,3.3897192,-1.5567316
18013,0.55674195,0.7250666,1.2117699,-0.52399683
18015,1.5328475,2.84365,3.7564695,-1.5753523
18017,1.092042,2.5058227,2.1315432,-2.3775866
18019,1.1115184,3.4626539,3.1410718,-1.9611558
18021,0.76545066,1.8840183,1.730236,-1.3239533
18023,1.1058133,2.6340048,1.8391494,-2.35923
18027,0.3488313,3.0033333,3.6303487,-3.0084987
18029,0.72317994,1.9644258,1.8084899,-1.1479698
18031,1.3550515,2.474936,2.3823187,-1.9116975
18033,1.2343948,3.250068,3.2143562,-2.248108
18035,0.7956807,3.4660888,3.0818982,-2.3597817
18037,1.5508718,2.9810748,2.904567,-2.5415056
18039,1.072021,3.6645153,3.9014964,-2.5321853
18043,1.2232702,3.3662221,3.575589,-1.8514673
18045,1.829604,2.0366018,3.3912263,-1.8787326
18047,0.40215212,0.89107776,2.0227175,-0.68788755
18049,1.3150208,2.3662522,3.1661255,-2.2091527
18051,1.3871386,2.8732622,2.4985366,-2.433309
18053,0.9008479,3.1107771,2.7237306,-2.2697253
18055,0.30896026,1.3374553,1.086786,-1.6052448
18057,1.4210303,3.427422,3.6253657,-1.0699203
18059,1.0209658,2.4935458,2.207932,-1.1946813
18063,1.1078503,2.9843738,2.6333685,-1.4654478
18065,0.92202467,2.6224544,2.696575,-1.700766
18067,1.070205,3.370956,3.369945,-2.5108414
18071,0.90385675,2.8249626,2.2950535,-2.22956
18073,1.6158965,2.0205002,3.1660738,-1.1205941
18077,1.4709015,2.9181647,2.7765265,-2.044659
18081,0.9264208,2.7772312,2.2584598,-1.3758532
18085,1.4239109,3.4380212,3.623064,-2.3392863
18087,-0.36453295,4.512014,8.550939,-3.4430177
18089,0.12735774,3.39996,3.308302,-1.2148834
18091,1.06843,2.942749,2.9816217,-1.6581379
18093,0.7366155,1.9715843,1.6947625,-1.7161239
18095,0.71582574,2.5085924,2.4876592,-1.7515751
18097,-0.66357076,5.0901623,3.6589983,-1.5894006
18099,1.1556225,2.9903746,3.2749527,-2.2559562
18103,1.2773612,2.3600795,3.0954127,-1.8094851
18105,0.99557674,4.575045,4.8492374,-2.2857616
18107,1.2646792,2.7172174,3.0044463,-2.1971464
18109,0.643327,1.609153,1.4820074,-0.97580934
18113,0.37369537,2.3154297,2.720066,-2.1745117
18119,0.84847033,1.1837474,2.0590103,-0.35177842
18127,0.9562925,2.7801056,2.7618756,-1.0062003
18129,1.6371996,3.0424123,3.356247,-1.71114
18133,1.0080391,2.2221465,2.0682616,-1.3999653
18135,0.83024836,2.3581383,2.2948673,-2.19082
18137,1.0205832,1.7951288,1.9175812,-1.8146936
18139,1.0368366,2.2504838,2.5397336,-1.7380716
18141,1.0000752,3.9299557,3.9761517,-2.1713424
18143,1.0623685,2.3583457,1.8448423,-1.8792022
18145,1.0103484,2.8430436,2.7008939,-1.9446067
18147,1.3781965,2.2589722,2.405997,-1.5874554
18149,0.57087207,1.8794158,2.211141,-1.3877825
18151,1.3704268,3.2192216,3.2822104,-2.276452
18153,1.0836353,2.4859076,2.5480304,-1.8091413
18155,0.6121288,1.0362552,2.1215036,-1.196702
18157,0.6684245,4.7173033,4.475365,-2.6921277
18163,1.0406199,3.8069346,4.0088406,-2.5502157
18165,0.93264866,1.9777437,2.2149742,-1.6801287
18167,0.9116535,3.5892792,3.444704,-2.5949397
18169,1.315098,2.867094,2.6365838,-2.297193
18173,1.3175879,2.9344623,2.5231028,-1.814262
18175,0.40500855,1.1387681,0.72014874,-1.2655517
18177,0.7665839,3.2796319,3.3574638,-2.4283624
18181,1.3237598,2.7350993,2.4165986,-1.8973159
18183,1.2987561,2.9028902,2.6187854,-2.0237875
19005,2.0347426,2.7905107,4.140684,-2.0857153
19007,1.5659361,2.89785,3.9583492,-2.6154373
19011,1.5537071,3.0575907,3.5065358,-1.4301842
19013,1.8046435,4.4830804,5.0215054,-2.739933
19015,1.3559146,3.242734,3.51937,-1.974543
19017,1.9839132,3.5824664,3.8490953,-2.0169833
19019,1.2998412,2.731139,3.559487,-2.131673
19021,2.4282377,3.8875017,3.760037,-2.956085
19023,1.632513,2.7717323,3.4999156,-1.6201924
19025,1.8963642,2.7401373,3.668929,-2.071347
19027,2.1731188,4.0190907,4.7282352,-2.8043246
19029,2.4032593,3.8925366,5.4068904,-3.0405853
19033,2.2625506,4.2634892,5.2298737,-2.7241902
19035,1.8235458,3.5099256,3.9264438,-2.954681
19037,2.180646,3.525198,4.262085,-2.1946523
19041,1.6128287,3.4724927,3.5210564,-2.7576032
19043,1.7481145,2.948212,4.830901,-2.100618
19045,1.2206383,3.2693818,3.7246587,-2.2693434
19047,2.2981997,3.6979237,4.463463,-2.5636325
19049,2.016649,3.8482876,4.5134645,-1.7087775
19051,0.36573088,2.2194464,4.4595947,-2.7023773
19057,1.5286257,3.913111,4.388246,-2.653189
19059,1.8786924,3.552211,3.620964,-2.8332338
19061,1.8385668,4.4350224,4.971105,-2.5536733
19063,1.5820051,2.7152507,3.6032746,-2.5787225
19065,1.4025241,2.9271548,3.4884913,-2.1528318
19067,1.892641,3.7212055,4.9922504,-2.495179
19069,2.106159,3.3345926,4.574564,-2.166771
19075,1.9647241,2.711063,3.9433784,-1.8383576
19077,1.7705936,2.6069133,4.26301,-1.2725626
19079,1.7455423,3.0066535,3.8115253,-2.2211366
19081,2.0920417,3.595896,4.838775,-2.380115
19083,1.8177627,2.7921696,4.072975,-2.3349967
19085,1.5404803,2.2842062,3.3371398,-1.6203212
19091,1.9549146,3.176679,4.2018905,-2.4598348
19095,2.1129277,3.1236057,4.491701,-1.8965231
19099,1.4826963,3.0287752,3.4258318,-1.8425199
19103,1.4526948,4.552616,5.325364,-2.1790955
19105,1.5089614,2.5673683,2.8191235,-1.6917847
19107,1.4386778,2.104065,3.0716279,-1.6721891
19109,2.2530584,3.5747583,5.1305327,-3.0045643
19111,1.6075051,3.3804774,3.7197804,-2.26652
19113,1.5253344,4.2894135,4.366267,-2.1075122
19115,1.2525264,2.0877464,3.1566865,-1.6293703
19119,2.3259475,3.056041,4.4383216,-2.5570483
19121,1.2134079,2.5839455,4.0808387,-1.210651
19123,1.8842008,3.6624935,3.8078613,-2.4935708
19125,1.7519634,3.2922187,3.537542,-2.0712714
19127,1.7363417,3.2488787,4.071253,-2.467465
19129,1.3590481,2.5573516,3.2756348,-1.6685377
19131,2.3401952,3.2526946,4.37414,-2.4945474
19139,1.7483945,3.669422,3.668091,-2.3073993
19141,2.36142,2.9206548,4.863316,-2.699961
19145,1.5679978,3.7064452,4.327205,-2.7978785
19147,2.3553376,3.0343127,4.167159,-2.8824492
19149,1.7604458,3.4805183,3.5091558,-2.3460128
19153,1.3070698,4.6205072,4.9460173,-2.0063171
19155,1.3597007,3.8286786,3.9607563,-2.3046815
19157,1.7782958,3.6051018,4.783898,-2.6618338
19161,1.5725014,2.6215532,3.360854,-2.4094932
19163,1.3018551,3.9797482,4.305389,-2.206854
19165,2.167015,3.532952,4.1611447,-2.3835707
19167,2.4707806,4.2539396,4.5502977,-2.9651475
19169,1.6370533,4.5637527,4.899252,-2.3270068
19171,1.9955485,2.6026776,3.5196028,-2.0031986
19177,1.6475027,2.3316417,5.185037,-2.7880461
19179,1.3761218,3.2590113,3.6063051,-2.5459723
19181,1.4802498,3.2023811,3.3322272,-1.5220708
19183,1.3801643,2.7721143,3.1084163,-1.9590713
19187,1.4060792,3.4692674,3.9151754,-2.412128
19189,2.544739,4.1096663,5.8659277,-3.0066695
19191,2.521211,4.6212378,6.298846,-2.0015178
19193,1.495172,3.9653866,4.103635,-2.5538456
19197,2.2633646,2.8001192,4.628167,-2.5110655
20003,1.2955664,1.9217023,3.8614612,-1.7141186
20005,1.3834348,3.3533208,4.222086,-2.34225
20007,3.107669,3.1185768,5.6475186,-3.1941366
20009,2.1178875,4.059053,4.414484,-2.8713653
20011,1.7663451,3.3337379,3.6195352,-2.3734457
20013,2.2132251,3.6410198,4.74324,-2.6449904
20015,1.3410285,3.2461588,3.2400877,-1.6208016
20021,1.6871245,3.3743372,3.810259,-2.3370767
20023,5.036733,2.108888,9.106179,-3.9658556
20027,1.5246601,2.4075673,3.9935741,-2.198148
20035,1.0207995,3.2604113,3.1141243,-2.3828752
20037,1.3937027,3.852343,4.112388,-2.7583022
20041,1.7864275,2.7697852,3.8439782,-2.202385
20043,2.2733788,2.8282247,4.2775154,-2.087092
20045,1.4177055,4.376427,5.367865,-2.0038013
20051,2.2776573,4.8065643,4.829337,-2.8959732
20055,1.793591,4.134237,3.9690912,-3.018846
20057,2.1346326,4.4933224,4.29246,-3.118036
20061,1.5494819,3.9531827,4.0276213,-2.6449966
20073,1.9659309,2.224608,4.5250664,-2.1564438
20077,2.9784005,2.8196237,5.7763863,-3.2252908
20079,1.6422291,3.4814134,3.7790332,-2.121177
20091,1.6357663,4.966834,5.314695,-1.517449
20099,1.7343726,3.87885,3.9143238,-2.7518268
20103,1.3020625,3.3221579,3.5794487,-1.6411787
20111,1.9155076,4.4173956,4.636935,-2.8786392
20113,2.4921231,4.2998767,4.8705826,-2.6886368
20115,2.0174212,2.8327382,3.9977674,-2.081132
20117,2.238362,3.73922,4.6709795,-2.7768848
20131,2.4799843,4.1779366,5.232815,-2.83338
20133,1.9361112,3.8978348,4.0487843,-2.7710652
20139,1.3519081,2.1866775,2.7907755,-1.1527528
20149,2.2014656,2.7127962,3.9604628,-1.7704881
20155,1.7517091,4.0303226,4.1258154,-2.5063117
20159,2.0126123,3.0197747,4.0588093,-2.2239416
20161,2.1526794,5.2369,5.709825,-2.0832953
20163,2.9092722,3.677904,6.5212655,-3.3638988
20169,1.5815878,4.4503345,4.552084,-2.7959433
20173,0.86870146,4.9350853,4.3750687,-2.0921385
20175,1.4265114,4.2142167,4.580016,-3.3075256
20177,1.3346399,4.427302,4.653242,-2.5188725
20183,3.4874034,3.0882077,6.6373963,-3.3961658
20191,1.1474075,2.6879795,3.1552627,-1.9768566
20201,2.9692354,2.327511,5.282532,-2.5337963
20209,1.0130048,3.502523,3.747367,-2.1158626
21001,1.0465707,2.4375772,2.6194017,-2.196905
21003,0.96658957,2.1276994,2.559073,-1.6376415
21009,0.69087696,2.5374007,2.824685,-2.4806786
21013,0.8915578,2.8121617,4.0037203,-2.604929
21015,1.2464232,2.7850347,2.7476528,-1.6127864
21019,0.81736755,3.2099378,3.2315717,-2.345543
21021,1.2545216,3.235323,3.2688775,-2.2594848
21025,-0.009854302,1.9938145,3.680545,-2.3519921
21027,0.8820064,1.5373605,2.3314545,-0.79732835
21029,0.7857857,2.2637482,2.0520089,-1.2196356
21033,1.3865122,2.2927692,3.2669733,-2.101098
21035,1.6277137,4.063393,3.8780189,-2.5462344
21037,1.2659476,3.4328473,3.8842607,-1.7645279
21043,0.714009,2.1033082,3.4218185,-1.2909389
21045,0.65762234,1.1574073,2.8665106,-2.103839
21047,0.9568697,3.5038211,3.3417048,-2.55226
21049,0.7678229,2.8846972,2.969268,-2.0516481
21051,0.041999236,1.8707284,3.143756,-2.076844
21059,1.1115175,3.6226661,3.4358482,-2.5845184
21065,0.41211218,0.7437668,1.9836425,-0.9318429
21067,0.8630272,4.4754086,4.5663147,-2.079967
21069,0.12499626,1.124417,2.023833,-1.3585736
21071,0.8942193,2.2618935,4.2768226,-2.0268288
21073,1.3662853,3.5765767,3.6412756,-2.344682
21083,0.97509193,2.9134793,2.1812844,-2.545762
21085,0.83089906,1.6722578,2.0590034,-1.7736069
21089,1.367468,2.8949425,3.3002467,-1.7888976
21093,0.97105145,3.2333589,3.1823196,-2.16485
21095,1.116833,2.4381695,3.5251012,-2.360757
21097,0.3356011,1.9240954,2.4174702,-1.9088136
21099,0.47160363,1.522535,2.2817657,-1.9517483
21101,0.95075274,2.5913484,2.6973479,-2.3984008
21107,1.075869,3.2279093,3.2942643,-2.3781877
21111,0.051213995,5.3108516,4.887855,-1.8078145
21113,1.2408508,3.0014915,2.8492188,-1.7629923
21115,1.0469239,2.644221,2.4349132,-2.0926056
21117,1.005263,3.5910008,3.678417,-2.0436344
21119,0.9676025,1.9429797,3.5750883,-2.0350513
21121,0.43565166,2.5417962,3.6049666,-2.5757308
21125,0.97840106,2.9087164,2.5353897,-2.1888406
21131,0.21594639,0.36099517,1.7625244,-0.90994346
21133,0.8869534,1.9357344,2.7379262,-1.6254193
21135,0.2207612,-0.16348143,0.38906217,-0.5125394
21137,0.34852642,1.3315434,1.0356952,-1.3227001
21139,1.2711023,1.4153816,2.2281601,-1.4236571
21141,0.60554445,1.5645446,1.6521703,-1.8398219
21145,1.4655752,3.8501978,3.8316185,-2.703308
21147,-0.013235137,1.1377801,2.157774,-1.6452237
21151,0.89750916,2.7925057,2.5114937,-1.7088014
21155,1.1643145,2.659776,2.79784,-2.3458853
21157,1.2215562,2.6160698,2.7560842,-2.0371776
21159,0.495103,0.89946616,2.4239774,-1.5630721
21161,0.35295737,1.9649104,2.309996,-2.166984
21163,0.5245998,1.4132978,1.4943635,-0.8257351
21167,0.79748285,2.000173,1.8012388,-1.680025
21171,1.0748899,1.2722331,2.161671,-1.803461
21173,1.019532,2.2895992,2.4035285,-1.8335778
21175,0.95586026,1.9162326,2.383663,-1.7451512
21177,0.8393264,1.9416136,1.9628757,-1.7798158
21179,1.2222072,2.358616,2.1469836,-1.4172976
21185,1.3366683,2.6555119,2.2449365,-1.2636354
21193,1.1567779,2.2459636,3.301631,-2.1856046
21195,0.85033417,2.4187303,3.5940661,-2.209111
21197,0.71739376,2.0867052,3.009456,-2.07409
21199,1.0032269,2.954207,2.6559107,-2.0096555
21203,0.4252963,2.026945,2.3627913,-2.1860836
21205,0.6381211,2.6243508,2.7716575,-2.1437726
21207,1.5347388,3.075344,3.7517002,-2.65246
21209,1.4131876,3.4298415,3.2145221,-1.8210226
21211,0.94982314,2.496341,2.4060094,-1.3882886
21217,1.0605369,2.7089849,2.586048,-2.2569656
21219,0.464526,1.4710833,2.5460222,-2.2548966
21225,1.3264091,2.4717605,2.8378994,-2.4456944
21227,1.0808865,3.8745532,3.8905184,-2.3160286
21229,1.4876065,2.800465,3.4303517,-2.196635
21233,1.0392218,1.7546812,2.230328,-1.449485
21235,0.7828123,2.4714832,3.0050364,-2.2598891
21239,1.5444975,3.0042543,3.7545705,-1.7353171
22001,0.49270773,2.0127575,3.5538049,-1.7439829
22005,0.8869873,2.021893,2.6072462,-1.1089758
22007,0.79233074,2.5783682,3.9916596,-1.3299805
22009,-0.095672294,0.78652805,2.0304549,-0.98719
22011,0.49571407,1.4983314,1.7456013,-0.8053349
22015,0.98044384,3.5957477,3.8521104,-2.0023808
22017,0.73773396,4.450805,4.825233,-2.3332214
22019,1.1387107,4.0095096,4.4114466,-2.130606
22021,0.91400224,1.8625838,3.4904132,-1.6446782
22023,1.9313202,1.9784763,3.5206614,-1.6801246
22027,-0.056002483,1.8366468,3.4690518,-1.8878714
22029,1.0114553,3.3969126,4.311128,-2.576181
22033,0.43375194,4.3363447,4.5895243,-1.8279022
22039,0.108975664,1.0802999,3.077629,-1.2946199
22043,0.8252391,2.3020017,3.1488848,-1.2816433
22045,0.5782654,2.5789375,4.0532784,-2.3650858
22047,1.1267896,2.5988665,3.3345923,-1.769683
22051,0.5328593,4.2683496,4.4465513,-1.6158704
22053,0.68379134,1.1146667,2.2409294,-0.8562437
22055,1.0709507,3.9341145,4.5073843,-1.839018
22057,0.68648696,2.6750836,2.9134512,-1.5701612
22061,1.1199943,4.0285463,4.5479875,-2.5830183
22063,0.4001177,1.6110301,1.5390234,-0.6015099
22067,0.2106017,2.4060416,2.9960365,-2.1814315
22069,0.78392315,3.0457401,3.4583185,-2.4362383
22071,0.100817695,4.945334,7.29558,-2.455969
22073,0.66861796,3.5111585,3.5495121,-2.3171284
22075,1.3543631,2.393159,2.1381602,-1.5000651
22077,1.0464289,2.4920878,3.6333575,-1.8194686
22079,0.72157526,3.5096872,3.7859159,-2.311612
22085,0.16100653,1.192506,2.5349495,-1.4085296
22087,0.6082142,1.7966948,3.036562,-1.3580412
22089,1.6974585,2.8943996,3.6685383,-1.2457578
22091,0.3166933,0.4905094,3.2344913,-0.79981744
22093,1.1815484,2.1628413,3.2862816,-1.4230489
22095,1.0435319,1.9992272,3.0419033,-1.1028229
22097,0.48036444,2.0346773,3.6102333,-1.6647102
22099,0.71786153,2.1739173,3.4035482,-1.9696113
22101,0.67151415,2.8196592,3.8262062,-2.5760303
22103,0.6403204,2.5737154,2.8663518,-0.6609292
22105,0.60796005,2.4412103,2.8046474,-1.1809708
22109,1.0692911,3.274456,3.843939,-1.8642892
22111,0.54543185,1.9602138,2.4608748,-1.4058903
22113,0.32243353,1.8466797,2.8586206,-1.6608394
22117,0.059366122,1.6897501,3.1192517,-1.3856095
22119,0.35937393,2.2627845,2.9436326,-1.9951831
22121,1.3495333,2.9620109,3.689313,-1.6354588
22123,1.1680781,2.1527305,2.6895387,-2.2158422
22127,0.76724476,2.067883,3.5536492,-1.4032868
23001,1.1188587,3.4163985,4.918829,-1.8879968
23003,2.0815878,3.5753703,6.0098033,-2.8506012
23005,1.6621153,4.135665,5.9771876,-1.609862
23007,1.6317583,2.181983,5.427006,-1.9711496
23009,2.1274164,3.0492105,6.0360565,-1.5587469
23011,1.275136,3.252276,4.6734667,-1.6222211
23013,2.5049438,4.0696597,6.454726,-2.0729733
23015,2.1828895,3.7672832,5.6946826,-1.4473852
23017,0.96321106,2.4696574,3.6554031,-1.2970297
23019,1.2976261,3.7582736,5.0182915,-1.970554
23021,1.892869,2.7348866,4.6769648,-1.6433145
23023,1.8876154,3.6798897,5.5862036,-1.085794
23025,1.1636527,2.2640755,3.4130845,-1.4657478
23027,1.9617739,3.0014372,5.632507,-1.3219672
23029,2.1533897,2.9819105,5.352133,-2.3004787
23031,1.3960816,3.2221336,4.488442,-1.0084354
24001,1.0289434,3.2834902,4.181292,-2.2499583
24003,0.98897564,3.1518373,3.718697,-0.858026
24005,0.021699205,4.194898,4.276816,-1.0962939
24009,0.8997946,1.2579621,2.807616,0.382891
24011,0.48213422,1.3230652,1.7886549,-0.89380145
24013,0.9759407,1.8399302,2.8449373,-0.2714713
24015,0.9708264,2.4351094,2.8594327,-1.227566
24017,0.23162265,0.52122945,1.4785191,0.3145802
24019,0.44317997,2.4000642,3.6044366,-2.0934486
24021,0.8340045,2.194331,3.080226,-0.47291544
24023,1.2219375,2.8135624,3.9270306,-2.1607068
24025,0.84924525,2.4495404,3.2589612,-0.566049
24027,1.5284693,3.367098,4.6074004,-0.67607784
24029,2.066895,3.003541,5.585603,-1.5199219
24031,0.31430697,4.1829877,5.6636558,-0.34785786
24033,-0.6004871,3.3827286,3.9165769,-0.2831584
24035,1.182477,2.2769442,3.3453004,-0.24184951
24037,1.1805621,2.386726,2.93575,-0.8327795
24039,0.9334874,2.685041,3.167782,-2.0624201
24041,1.8446915,3.353791,5.790817,-1.6251646
24043,0.70673,2.3711128,3.32908,-1.4670948
24045,1.0622569,3.2266672,3.1576073,-1.964938
24047,1.6841862,3.194916,4.629099,-1.8848151
24510,-1.188705,4.7499514,8.798822,-2.218164
25001,2.198627,4.188235,6.9368377,-1.1064907
25003,1.6702404,4.3618517,6.53411,-2.0281737
25005,0.28932333,3.450641,4.3180404,-1.3053972
25007,4.225122,5.2185664,10.066289,-1.8341419
25009,0.5247245,3.8535924,5.263247,-1.116137
25011,1.7469245,3.5569718,5.8483005,-1.7683302
25013,0.7301624,4.2666225,5.7566442,-2.144964
25015,1.8864928,4.3729835,6.710854,-1.479482
25017,-0.3998406,5.3965316,6.0195613,-0.5264809
25019,4.140934,5.363804,10.015665,-1.866779
25021,0.4018712,3.7887533,5.5376644,-0.3813375
25023,0.75458694,3.0442722,4.326329,-0.38327584
25025,-2.0960226,5.1252313,9.040396,-2.1513793
25027,0.22387113,3.963282,4.570662,-0.9114088
26001,1.6834595,1.4953572,3.19916,-1.6431476
26003,2.5942833,2.4966743,6.0264516,-2.216971
26005,1.5203052,3.0991666,3.1579142,-1.5192375
26007,1.7317797,3.5809834,4.8004932,-2.9616175
26009,1.868516,2.919854,4.25674,-1.4394768
26011,0.9954754,1.9818745,2.7686367,-1.9246188
26015,1.0900595,2.3227699,2.3729715,-1.3075113
26017,1.0899549,2.9146354,3.3186758,-2.177359
26019,1.9125848,2.4748278,3.588942,-1.6962663
26021,1.1266054,3.7460024,4.329356,-2.26725
26023,1.1583719,3.0242033,3.388876,-2.1658058
26025,1.2324845,3.5314713,3.8678663,-2.399546
26027,1.3656523,3.0294483,3.606928,-1.70097
26029,2.5483513,3.9079607,6.4611254,-2.0870755
26031,1.5748906,2.4713912,3.637864,-1.8640586
26033,1.9112854,3.6329165,4.849215,-2.854659
26035,0.85212475,2.1035464,3.5291958,-1.3480077
26037,1.3228326,3.2200716,2.8415625,-1.5470752
26041,1.8093652,3.610398,4.8505473,-2.7481515
26043,1.8058846,4.101086,4.9988832,-2.729238
26045,1.1914229,3.2796865,3.261884,-1.9448134
26047,2.3212914,3.5136876,5.4970436,-2.2671103
26049,0.29823196,3.2236738,3.174581,-1.5592724
26051,0.932971,2.1466956,3.7002842,-1.3324382
26053,2.0265355,4.2411,6.0611954,-2.2648087
26055,1.8148046,3.6097322,4.4954176,-2.1193633
26057,1.0529664,2.6994376,2.5678887,-1.9870003
26061,2.023613,4.3735614,5.2999086,-2.8088312
26063,1.4019156,2.914957,3.4414823,-2.517318
26065,0.78861606,4.533824,4.797255,-2.2234135
26067,0.73644865,2.3283455,2.421245,-1.6564404
26069,1.3619108,3.1264327,3.844505,-2.4685664
26071,1.804017,3.4640412,4.7319922,-2.4090586
26073,1.1564867,3.715837,3.750536,-2.5016916
26075,0.939067,3.3336103,3.269627,-2.1143079
26077,1.0818537,4.005906,4.367043,-2.2523277
26079,1.3307338,2.2904952,3.7498019,-1.0343759
26081,0.8797983,4.6329904,4.42641,-1.9113065
26087,0.4488709,1.3293899,1.6066395,-0.6195841
26089,3.584786,4.8690286,9.331316,-0.6360558
26091,0.7988498,2.557574,2.603101,-1.3921503
26093,1.020146,2.4270704,2.7892625,-0.69789493
26095,2.3306186,3.1240168,5.0953217,-2.8171973
26097,1.5926256,2.2509487,5.2173886,-2.5394936
26099,0.034106508,4.2457967,3.4699113,-1.248632
26101,1.8076987,3.0703201,4.107967,-2.1406682
26103,1.8704404,4.3420343,5.126579,-2.335307
26105,1.3558178,3.6361504,3.7233868,-2.4383676
26107,0.90257376,2.8514304,2.9761477,-2.111876
26109,1.6317647,3.02365,4.5837603,-2.132844
26111,1.2611873,3.0090506,3.3981767,-1.8907219
26115,0.9872482,2.7873182,2.8683913,-1.5082188
26117,0.58621764,1.7373022,2.0381014,-1.2313454
26119,1.5047358,2.0206435,3.982788,-1.9407655
26121,0.9142938,3.4658723,3.3599043,-2.2657902
26123,0.6022263,1.6574681,1.6119828,-1.1973695
26125,0.083780065,5.101889,4.397143,-1.0016127
26127,1.7312756,3.2269557,4.204308,-1.6461736
26129,0.9843004,1.9978628,2.5234215,-1.7975601
26133,0.993883,2.769698,3.3876414,-1.7232834
26137,1.8615859,3.271019,3.8408883,-2.2710485
26139,1.513001,4.2102284,4.095379,-1.9346641
26141,1.3743274,1.9386673,3.5878747,-1.8922404
26143,1.0166152,2.6564996,3.0306342,-2.0473242
26145,0.926872,3.3787272,3.4851122,-2.167147
26147,0.62093997,2.3676527,2.4716113,-1.3959352
26149,1.1503007,3.133664,3.616997,-2.5374477
26151,0.65836036,1.7708342,1.9641801,-1.6287681
26155,0.8095407,2.1720247,2.402396,-1.5540916
26157,0.5899772,1.8358542,2.0941062,-1.4262367
26159,1.0838854,2.816852,3.0917034,-1.8731505
26161,0.74923277,4.638206,5.2507343,-1.6019174
26163,-1.9094491,7.046228,4.9954596,-1.3327059
26165,1.1529684,2.727283,3.0263824,-2.0787015
27001,1.4758201,2.4793618,3.9123654,-1.3166039
27003,1.1380224,3.5245202,3.8341546,-1.2947979
27005,1.4195025,3.5870554,3.919008,-1.9831852
27007,1.4590604,3.4035048,3.8446393,-2.226649
27009,1.5997783,3.9147418,4.9663305,-1.5522548
27011,2.680579,2.884942,5.3893476,-2.7903693
27013,1.7431922,4.726865,5.1887197,-2.4424398
27015,2.272346,4.4839797,5.13554,-2.7833858
27017,1.5089972,3.341967,3.8800037,-2.1307087
27019,2.1999655,4.120227,6.168653,-0.7851796
27021,2.0697632,3.020264,5.090531,-1.442679
27023,2.1311874,3.8103185,5.3742104,-2.8601885
27025,1.8994575,3.470443,5.8236485,-0.23796281
27027,1.2184244,4.1169076,4.7747536,-2.4023306
27029,1.1356413,2.3240428,4.1594253,-2.087212
27031,3.3792558,3.1028547,6.2753673,-2.8433948
27033,2.0655236,3.5459,4.4089203,-3.199986
27035,1.7497964,3.3073602,4.4994392,-1.7885607
27037,1.3783052,4.120769,4.731875,-1.4178109
27039,1.7307546,3.1910932,4.313654,-1.1919831
27041,1.6452839,3.7061646,4.127552,-2.0888028
27043,2.2378397,3.0457075,4.9257603,-2.4297292
27045,1.9052466,3.3841462,5.5652094,-1.2890037
27047,1.5861695,3.723797,4.1092434,-2.2931745
27049,1.4371686,3.2695227,4.4698744,-1.8306619
27051,2.2323108,2.5449815,4.885346,-2.0721445
27053,0.29520702,6.781757,7.1914816,-1.2868738
27055,1.9860559,3.2776194,4.470669,-1.4989992
27057,1.4964093,2.6847801,3.3313549,-1.8808302
27059,1.0027966,2.2092888,2.6954904,-0.8166493
27061,1.4311446,2.8685784,3.4505181,-1.8026901
27067,1.8965235,3.9972227,4.588561,-2.5383625
27069,2.9762073,2.629204,5.6125116,-2.676816
27071,2.2247105,3.5512524,6.018512,-3.237142
27079,2.1255703,3.6842473,5.3506517,-1.1613518
27081,3.4386303,1.534583,6.420801,-2.6544118
27083,1.9779778,4.25432,5.4751573,-3.1808395
27085,1.6364114,3.3455071,3.6444604,-1.658445
27089,2.414615,2.159418,5.0364466,-2.2786634
27091,1.6518787,4.4818583,5.814832,-2.7728403
27093,1.3624755,2.6569757,3.0903761,-1.6515976
27095,0.6846449,1.6487833,2.2600646,-0.98293185
27097,1.3284271,1.9082776,3.2731922,-1.4358665
27099,1.7453346,3.1762357,4.046967,-2.3221252
27101,1.8041942,2.5982237,3.496072,-2.4783635
27103,2.4494905,5.0278997,5.9772344,-2.0880017
27105,1.7984015,2.8574705,3.8476133,-2.708974
27109,1.671682,4.3319874,5.149905,-2.30609
27111,1.463505,3.3416207,3.683176,-2.298162
27115,0.5161386,1.6556487,2.1953392,-1.0412362
27117,2.4187932,3.6279123,5.553954,-2.9206438
27119,1.4838479,3.7439814,4.2516174,-2.6236622
27123,1.0889878,5.089,6.6843004,-1.90019
27127,2.338328,3.390174,5.3752365,-2.8361082
27129,1.949784,3.1375923,4.6914563,-2.325663
27131,1.7212005,3.9349566,4.8973713,-1.7723519
27135,2.0581617,3.6270633,4.8207192,-2.8326406
27137,1.2517432,4.3360248,5.020151,-2.2578232
27139,1.8079288,3.486189,4.425121,-1.2300587
27141,1.1884344,2.5669806,3.5476184,-0.6626557
27143,1.4560804,2.511899,3.4597695,-1.3405949
27145,1.3984231,3.6230936,4.287382,-2.065443
27147,1.9071645,3.9955537,5.1113253,-2.285303
27149,2.4922395,4.292926,5.510784,-2.926649
27151,1.9007657,3.4240115,5.004453,-2.5765226
27153,1.5042855,2.7446506,4.397791,-1.689685
27157,1.898342,3.79559,5.3937235,-1.3225042
27159,1.5127397,3.0523467,4.308503,-2.4631057
27163,1.6439015,3.881997,4.6105595,-1.2933242
27169,1.834702,4.4106297,4.8099885,-2.3187358
