fips,state_abbr,min_wage_2023
05007,AR,11.0
04021,AZ,13.85
05009,AR,11.0
05011,AR,11.0
05031,AR,11.0
05017,AR,11.0
05091,AR,11.0
05115,AR,11.0
05021,AR,11.0
05111,AR,11.0
05045,AR,11.0
05051,AR,11.0
05101,AR,11.0
05067,AR,11.0
05079,AR,11.0
05085,AR,11.0
05055,AR,11.0
05033,AR,11.0
05023,AR,11.0
05027,AR,11.0
05109,AR,11.0
05099,AR,11.0
05061,AR,11.0
05087,AR,11.0
05107,AR,11.0
05025,AR,11.0
05103,AR,11.0
05019,AR,11.0
05037,AR,11.0
05029,AR,11.0
05075,AR,11.0
05089,AR,11.0
05047,AR,11.0
05043,AR,11.0
05081,AR,11.0
05015,AR,11.0
05041,AR,11.0
05013,AR,11.0
05053,AR,11.0
05065,AR,11.0
05049,AR,11.0
05071,AR,11.0
05105,AR,11.0
05095,AR,11.0
05083,AR,11.0
05073,AR,11.0
05077,AR,11.0
05039,AR,11.0
05117,AR,11.0
05119,AR,11.0
05141,AR,11.0
05139,AR,11.0
05125,AR,11.0
05149,AR,11.0
05127,AR,11.0
05135,AR,11.0
05121,AR,11.0
05145,AR,11.0
05129,AR,11.0
05137,AR,11.0
05133,AR,11.0
05147,AR,11.0
06007,CA,15.5
06005,CA,15.5
06003,CA,15.5
06015,CA,15.5
06029,CA,15.5
06031,CA,15.5
06021,CA,15.5
06035,CA,15.5
06033,CA,15.5
06027,CA,15.5
06041,CA,15.5
06055,CA,15.5
06049,CA,15.5
06051,CA,15.5
06063,CA,15.5
06097,CA,15.5
06095,CA,15.5
06091,CA,15.5
06113,CA,15.5
06107,CA,15.5
06101,CA,15.5
06105,CA,15.5
06103,CA,15.5
08014,CO,13.65
08003,CO,13.65
08019,CO,13.65
06115,CA,15.5
08017,CO,13.65
08025,CO,13.65
08015,CO,13.65
08007,CO,13.65
08021,CO,13.65
08027,CO,13.65
08009,CO,13.65
08023,CO,13.65
08059,CO,13.65
08051,CO,13.65
08043,CO,13.65
08045,CO,13.65
08053,CO,13.65
08047,CO,13.65
08033,CO,13.65
08057,CO,13.65
08055,CO,13.65
08087,CO,13.65
08119,CO,13.65
08099,CO,13.65
08085,CO,13.65
08063,CO,13.65
08067,CO,13.65
08105,CO,13.65
08083,CO,13.65
08071,CO,13.65
08081,CO,13.65
08095,CO,13.65
08115,CO,13.65
08121,CO,13.65
08103,CO,13.65
08079,CO,13.65
08113,CO,13.65
08073,CO,13.65
08125,CO,13.65
08109,CO,13.65
08111,CO,13.65
08061,CO,13.65
09140,CT,15.0
09120,CT,15.0
09150,CT,15.0
09130,CT,15.0
09190,CT,15.0
09180,CT,15.0
09160,CT,15.0
10001,DE,11.75
10005,DE,11.75
11001,DC,17.0
12005,FL,12.0
12007,FL,12.0
12029,FL,12.0
12041,FL,12.0
12055,FL,12.0
12037,FL,12.0
12047,FL,12.0
12051,FL,12.0
12045,FL,12.0
12039,FL,12.0
12061,FL,12.0
12065,FL,12.0
12077,FL,12.0
12093,FL,12.0
12113,FL,12.0
12109,FL,12.0
13015,GA,7.25
13021,GA,7.25
12121,FL,12.0
13017,GA,7.25
13001,GA,7.25
13011,GA,7.25
13013,GA,7.25
13019,GA,7.25
12133,FL,12.0
13005,GA,7.25
13009,GA,7.25
13025,GA,7.25
13007,GA,7.25
13003,GA,7.25
13023,GA,7.25
13063,GA,7.25
13039,GA,7.25
13055,GA,7.25
13029,GA,7.25
13031,GA,7.25
13057,GA,7.25
13051,GA,7.25
13059,GA,7.25
13045,GA,7.25
13033,GA,7.25
13047,GA,7.25
13049,GA,7.25
13035,GA,7.25
13053,GA,7.25
13027,GA,7.25
13043,GA,7.25
13037,GA,7.25
13065,GA,7.25
13061,GA,7.25
13089,GA,7.25
13077,GA,7.25
13069,GA,7.25
13071,GA,7.25
13083,GA,7.25
13081,GA,7.25
13085,GA,7.25
13075,GA,7.25
13087,GA,7.25
13079,GA,7.25
13121,GA,7.25
13095,GA,7.25
13117,GA,7.25
13091,GA,7.25
13113,GA,7.25
13097,GA,7.25
13103,GA,7.25
13119,GA,7.25
13105,GA,7.25
13115,GA,7.25
13111,GA,7.25
13093,GA,7.25
13107,GA,7.25
13101,GA,7.25
13099,GA,7.25
13109,GA,7.25
13135,GA,7.25
13123,GA,7.25
13127,GA,7.25
13131,GA,7.25
13137,GA,7.25
13133,GA,7.25
13129,GA,7.25
13125,GA,7.25
36081,NY,14.2
13207,GA,7.25
13143,GA,7.25
13169,GA,7.25
13205,GA,7.25
13215,GA,7.25
13181,GA,7.25
13151,GA,7.25
13153,GA,7.25
13157,GA,7.25
13213,GA,7.25
13177,GA,7.25
13185,GA,7.25
13191,GA,7.25
13161,GA,7.25
13149,GA,7.25
13199,GA,7.25
13167,GA,7.25
13147,GA,7.25
13173,GA,7.25
13193,GA,7.25
13195,GA,7.25
13183,GA,7.25
13145,GA,7.25
13171,GA,7.25
13175,GA,7.25
13179,GA,7.25
13163,GA,7.25
13165,GA,7.25
13189,GA,7.25
13187,GA,7.25
13201,GA,7.25
13159,GA,7.25
13211,GA,7.25
13155,GA,7.25
13141,GA,7.25
13197,GA,7.25
13291,GA,7.25
13223,GA,7.25
13247,GA,7.25
13217,GA,7.25
13287,GA,7.25
13299,GA,7.25
13267,GA,7.25
13297,GA,7.25
13241,GA,7.25
13245,GA,7.25
13295,GA,7.25
13257,GA,7.25
13275,GA,7.25
13281,GA,7.25
13285,GA,7.25
13243,GA,7.25
13219,GA,7.25
13221,GA,7.25
13303,GA,7.25
13255,GA,7.25
13283,GA,7.25
13229,GA,7.25
13231,GA,7.25
13251,GA,7.25
13233,GA,7.25
13273,GA,7.25
13263,GA,7.25
13289,GA,7.25
13301,GA,7.25
13265,GA,7.25
13261,GA,7.25
13305,GA,7.25
13277,GA,7.25
13259,GA,7.25
13279,GA,7.25
13237,GA,7.25
13235,GA,7.25
13225,GA,7.25
13253,GA,7.25
13271,GA,7.25
13293,GA,7.25
13227,GA,7.25
13307,GA,7.25
13269,GA,7.25
13249,GA,7.25
13239,GA,7.25
15003,HI,12.0
15001,HI,12.0
13313,GA,7.25
13309,GA,7.25
13317,GA,7.25
15007,HI,12.0
13315,GA,7.25
13321,GA,7.25
13319,GA,7.25
15005,HI,12.0
13311,GA,7.25
16047,ID,7.25
16011,ID,7.25
16043,ID,7.25
16055,ID,7.25
16025,ID,7.25
16005,ID,7.25
16053,ID,7.25
16027,ID,7.25
16039,ID,7.25
16057,ID,7.25
16017,ID,7.25
16029,ID,7.25
16031,ID,7.25
16015,ID,7.25
16013,ID,7.25
16033,ID,7.25
16045,ID,7.25
16035,ID,7.25
16051,ID,7.25
16009,ID,7.25
16059,ID,7.25
16041,ID,7.25
16049,ID,7.25
16023,ID,7.25
16007,ID,7.25
16065,ID,7.25
16063,ID,7.25
16021,ID,7.25
16003,ID,7.25
16061,ID,7.25
16037,ID,7.25
16083,ID,7.25
17029,IL,13.0
16069,ID,7.25
17021,IL,13.0
17027,IL,13.0
17001,IL,13.0
16077,ID,7.25
16081,ID,7.25
16073,ID,7.25
16087,ID,7.25
17007,IL,13.0
16085,ID,7.25
17011,IL,13.0
17025,IL,13.0
16079,ID,7.25
17017,IL,13.0
16067,ID,7.25
17015,IL,13.0
16075,ID,7.25
17023,IL,13.0
17009,IL,13.0
17005,IL,13.0
17013,IL,13.0
17003,IL,13.0
16071,ID,7.25
17035,IL,13.0
17081,IL,13.0
17085,IL,13.0
17091,IL,13.0
17109,IL,13.0
17115,IL,13.0
17117,IL,13.0
17161,IL,13.0
17163,IL,13.0
17199,IL,13.0
18089,IN,7.25
18163,IN,7.25
18167,IN,7.25
19001,IA,7.25
19005,IA,7.25
19017,IA,7.25
19023,IA,7.25
19029,IA,7.25
19041,IA,7.25
19047,IA,7.25
19049,IA,7.25
19073,IA,7.25
19075,IA,7.25
19087,IA,7.25
19093,IA,7.25
19095,IA,7.25
19099,IA,7.25
19103,IA,7.25
19105,IA,7.25
19113,IA,7.25
19117,IA,7.25
19129,IA,7.25
19131,IA,7.25
19133,IA,7.25
19135,IA,7.25
19153,IA,7.25
19155,IA,7.25
19163,IA,7.25
19165,IA,7.25
19167,IA,7.25
19169,IA,7.25
19171,IA,7.25
19173,IA,7.25
19175,IA,7.25
19181,IA,7.25
19195,IA,7.25
19197,IA,7.25
20103,KS,7.25
20111,KS,7.25
20125,KS,7.25
20155,KS,7.25
20159,KS,7.25
22005,LA,7.25
22015,LA,7.25
22019,LA,7.25
22033,LA,7.25
22037,LA,7.25
22039,LA,7.25
22047,LA,7.25
22051,LA,7.25
22053,LA,7.25
22055,LA,7.25
22063,LA,7.25
22067,LA,7.25
22075,LA,7.25
22077,LA,7.25
22079,LA,7.25
22087,LA,7.25
22093,LA,7.25
22097,LA,7.25
22099,LA,7.25
22101,LA,7.25
22103,LA,7.25
22105,LA,7.25
22109,LA,7.25
22113,LA,7.25
22117,LA,7.25
22121,LA,7.25
22123,LA,7.25
23027,ME,13.8
23031,ME,13.8
24003,MD,13.25
24019,MD,13.25
24031,MD,13.25
24033,MD,13.25
24035,MD,13.25
24043,MD,13.25
24510,MD,13.25
25001,MA,15.0
25003,MA,15.0
25005,MA,15.0
25009,MA,15.0
25011,MA,15.0
25013,MA,15.0
25015,MA,15.0
25017,MA,15.0
25019,MA,15.0
25021,MA,15.0
25023,MA,15.0
25025,MA,15.0
25027,MA,15.0
26031,MI,10.1
26039,MI,10.1
26055,MI,10.1
26059,MI,10.1
26081,MI,10.1
26093,MI,10.1
26139,MI,10.1
26149,MI,10.1
26155,MI,10.1
27013,MN,10.59
27071,MN,10.59
27077,MN,10.59
27079,MN,10.59
27095,MN,10.59
27103,MN,10.59
27111,MN,10.59
27113,MN,10.59
27129,MN,10.59
27137,MN,10.59
27163,MN,10.59
28031,MS,7.25
28033,MS,7.25
28047,MS,7.25
28053,MS,7.25
28059,MS,7.25
28071,MS,7.25
28073,MS,7.25
28075,MS,7.25
28083,MS,7.25
28085,MS,7.25
28093,MS,7.25
28095,MS,7.25
28105,MS,7.25
28107,MS,7.25
28109,MS,7.25
28115,MS,7.25
28117,MS,7.25
28127,MS,7.25
28133,MS,7.25
28135,MS,7.25
28139,MS,7.25
28141,MS,7.25
28147,MS,7.25
28149,MS,7.25
29183,MO,12.0
29186,MO,12.0
29187,MO,12.0
30049,MT,9.95
30063,MT,9.95
30065,MT,9.95
30093,MT,9.95
30107,MT,9.95
30111,MT,9.95
31087,NE,10.5
31109,NE,10.5
31157,NE,10.5
31173,NE,10.5
32510,NV,11.25
33001,NH,7.25
33003,NH,7.25
33005,NH,7.25
33007,NH,7.25
33009,NH,7.25
33011,NH,7.25
33013,NH,7.25
33015,NH,7.25
33017,NH,7.25
34001,NJ,14.13
34005,NJ,14.13
34009,NJ,14.13
34011,NJ,14.13
34015,NJ,14.13
34019,NJ,14.13
34023,NJ,14.13
34025,NJ,14.13
34029,NJ,14.13
34035,NJ,14.13
34037,NJ,14.13
35001,NM,12.0
35013,NM,12.0
35027,NM,12.0
35031,NM,12.0
35039,NM,12.0
35043,NM,12.0
35045,NM,12.0
35047,NM,12.0
35049,NM,12.0
35053,NM,12.0
35061,NM,12.0
36005,NY,14.2
36009,NY,14.2
36029,NY,14.2
36043,NY,14.2
36047,NY,14.2
36051,NY,14.2
36061,NY,14.2
36067,NY,14.2
17045,IL,13.0
17043,IL,13.0
17061,IL,13.0
17057,IL,13.0
17051,IL,13.0
17063,IL,13.0
17033,IL,13.0
17037,IL,13.0
17055,IL,13.0
17053,IL,13.0
17059,IL,13.0
17049,IL,13.0
17041,IL,13.0
17039,IL,13.0
17067,IL,13.0
17065,IL,13.0
17047,IL,13.0
17097,IL,13.0
17093,IL,13.0
17073,IL,13.0
17099,IL,13.0
17075,IL,13.0
17069,IL,13.0
17089,IL,13.0
17095,IL,13.0
17087,IL,13.0
17077,IL,13.0
17083,IL,13.0
17079,IL,13.0
17071,IL,13.0
17149,IL,13.0
17105,IL,13.0
17143,IL,13.0
17111,IL,13.0
17119,IL,13.0
17103,IL,13.0
17151,IL,13.0
17147,IL,13.0
17145,IL,13.0
17113,IL,13.0
17127,IL,13.0
17137,IL,13.0
17141,IL,13.0
17107,IL,13.0
17157,IL,13.0
17139,IL,13.0
17121,IL,13.0
17123,IL,13.0
17155,IL,13.0
17131,IL,13.0
17135,IL,13.0
17159,IL,13.0
17133,IL,13.0
17153,IL,13.0
17125,IL,13.0
17129,IL,13.0
17101,IL,13.0
17197,IL,13.0
17179,IL,13.0
17189,IL,13.0
17167,IL,13.0
17173,IL,13.0
17183,IL,13.0
17195,IL,13.0
17181,IL,13.0
17165,IL,13.0
17177,IL,13.0
17187,IL,13.0
17193,IL,13.0
17185,IL,13.0
17169,IL,13.0
17171,IL,13.0
17191,IL,13.0
17175,IL,13.0
18027,IN,7.25
18003,IN,7.25
18023,IN,7.25
18035,IN,7.25
18007,IN,7.25
17201,IL,13.0
17203,IL,13.0
18029,IN,7.25
18015,IN,7.25
18019,IN,7.25
18021,IN,7.25
18001,IN,7.25
18009,IN,7.25
18031,IN,7.25
18033,IN,7.25
18011,IN,7.25
18005,IN,7.25
18037,IN,7.25
18017,IN,7.25
18013,IN,7.25
18025,IN,7.25
18057,IN,7.25
18083,IN,7.25
18041,IN,7.25
18063,IN,7.25
18039,IN,7.25
18069,IN,7.25
18059,IN,7.25
18085,IN,7.25
18065,IN,7.25
18073,IN,7.25
18081,IN,7.25
18043,IN,7.25
18061,IN,7.25
18045,IN,7.25
18067,IN,7.25
18051,IN,7.25
18053,IN,7.25
18087,IN,7.25
18071,IN,7.25
18075,IN,7.25
18079,IN,7.25
18055,IN,7.25
18047,IN,7.25
18049,IN,7.25
18077,IN,7.25
18097,IN,7.25
18095,IN,7.25
18091,IN,7.25
18093,IN,7.25
18099,IN,7.25
18157,IN,7.25
18107,IN,7.25
18141,IN,7.25
18105,IN,7.25
18101,IN,7.25
18127,IN,7.25
18137,IN,7.25
18161,IN,7.25
18147,IN,7.25
18155,IN,7.25
18111,IN,7.25
18109,IN,7.25
18159,IN,7.25
18119,IN,7.25
18121,IN,7.25
18125,IN,7.25
18139,IN,7.25
18145,IN,7.25
18133,IN,7.25
18129,IN,7.25
18135,IN,7.25
18149,IN,7.25
18103,IN,7.25
18153,IN,7.25
18151,IN,7.25
18113,IN,7.25
18131,IN,7.25
18143,IN,7.25
18123,IN,7.25
18117,IN,7.25
18115,IN,7.25
18165,IN,7.25
19063,IA,7.25
18173,IN,7.25
19027,IA,7.25
19061,IA,7.25
19089,IA,7.25
19045,IA,7.25
19085,IA,7.25
19083,IA,7.25
19011,IA,7.25
19013,IA,7.25
19071,IA,7.25
19037,IA,7.25
19059,IA,7.25
19021,IA,7.25
18177,IN,7.25
18169,IN,7.25
19081,IA,7.25
19039,IA,7.25
19015,IA,7.25
19069,IA,7.25
19033,IA,7.25
18175,IN,7.25
18181,IN,7.25
18183,IN,7.25
19031,IA,7.25
19079,IA,7.25
19019,IA,7.25
19091,IA,7.25
19009,IA,7.25
19043,IA,7.25
19065,IA,7.25
19097,IA,7.25
19025,IA,7.25
19051,IA,7.25
19057,IA,7.25
18171,IN,7.25
19035,IA,7.25
19007,IA,7.25
19077,IA,7.25
19067,IA,7.25
18179,IN,7.25
19053,IA,7.25
19055,IA,7.25
19003,IA,7.25
19147,IA,7.25
19123,IA,7.25
19121,IA,7.25
19161,IA,7.25
19141,IA,7.25
19111,IA,7.25
19119,IA,7.25
19157,IA,7.25
19125,IA,7.25
19109,IA,7.25
19151,IA,7.25
19149,IA,7.25
19139,IA,7.25
19127,IA,7.25
19145,IA,7.25
19101,IA,7.25
19107,IA,7.25
19137,IA,7.25
19143,IA,7.25
19115,IA,7.25
19159,IA,7.25
20091,KS,7.25
19179,IA,7.25
20035,KS,7.25
20051,KS,7.25
20005,KS,7.25
20015,KS,7.25
20001,KS,7.25
20045,KS,7.25
20057,KS,7.25
20071,KS,7.25
20029,KS,7.25
19183,IA,7.25
20085,KS,7.25
20003,KS,7.25
20037,KS,7.25
20073,KS,7.25
20009,KS,7.25
20079,KS,7.25
19191,IA,7.25
19193,IA,7.25
20041,KS,7.25
20023,KS,7.25
20055,KS,7.25
20017,KS,7.25
20047,KS,7.25
20011,KS,7.25
20033,KS,7.25
20043,KS,7.25
20077,KS,7.25
20059,KS,7.25
20061,KS,7.25
20065,KS,7.25
20087,KS,7.25
19177,IA,7.25
20027,KS,7.25
19187,IA,7.25
20031,KS,7.25
20021,KS,7.25
20013,KS,7.25
19189,IA,7.25
20039,KS,7.25
20007,KS,7.25
19185,IA,7.25
20049,KS,7.25
20025,KS,7.25
20067,KS,7.25
20063,KS,7.25
20089,KS,7.25
20019,KS,7.25
20075,KS,7.25
20081,KS,7.25
20053,KS,7.25
20083,KS,7.25
20069,KS,7.25
20173,KS,7.25
20161,KS,7.25
20177,KS,7.25
20121,KS,7.25
20151,KS,7.25
20099,KS,7.25
20149,KS,7.25
20163,KS,7.25
20095,KS,7.25
20105,KS,7.25
20169,KS,7.25
20113,KS,7.25
20107,KS,7.25
20141,KS,7.25
20167,KS,7.25
20133,KS,7.25
20157,KS,7.25
20117,KS,7.25
20123,KS,7.25
20145,KS,7.25
20127,KS,7.25
20115,KS,7.25
20139,KS,7.25
20171,KS,7.25
20175,KS,7.25
20119,KS,7.25
20131,KS,7.25
20135,KS,7.25
20109,KS,7.25
20147,KS,7.25
20093,KS,7.25
20137,KS,7.25
20153,KS,7.25
20101,KS,7.25
20129,KS,7.25
20143,KS,7.25
20165,KS,7.25
20097,KS,7.25
20179,KS,7.25
20209,KS,7.25
21163,KY,7.25
20193,KS,7.25
22017,LA,7.25
20201,KS,7.25
20181,KS,7.25
22001,LA,7.25
21067,KY,7.25
21085,KY,7.25
21111,KY,7.25
21079,KY,7.25
21235,KY,7.25
22009,LA,7.25
21137,KY,7.25
21159,KY,7.25
21071,KY,7.25
21081,KY,7.25
20205,KS,7.25
21239,KY,7.25
21195,KY,7.25
21095,KY,7.25
22011,LA,7.25
21015,KY,7.25
22003,LA,7.25
21029,KY,7.25
21165,KY,7.25
21185,KY,7.25
21209,KY,7.25
20197,KS,7.25
21043,KY,7.25
21121,KY,7.25
21037,KY,7.25
21017,KY,7.25
21199,KY,7.25
21113,KY,7.25
21145,KY,7.25
22013,LA,7.25
21073,KY,7.25
21023,KY,7.25
21101,KY,7.25
21093,KY,7.25
21151,KY,7.25
20189,KS,7.25
22007,LA,7.25
21057,KY,7.25
20183,KS,7.25
20207,KS,7.25
21125,KY,7.25
21045,KY,7.25
21025,KY,7.25
21227,KY,7.25
21221,KY,7.25
21019,KY,7.25
21089,KY,7.25
21231,KY,7.25
21193,KY,7.25
21055,KY,7.25
21059,KY,7.25
21133,KY,7.25
21117,KY,7.25
21103,KY,7.25
21169,KY,7.25
21141,KY,7.25
21219,KY,7.25
21009,KY,7.25
21021,KY,7.25
20191,KS,7.25
21049,KY,7.25
21211,KY,7.25
21127,KY,7.25
21157,KY,7.25
20199,KS,7.25
21107,KY,7.25
21031,KY,7.25
20185,KS,7.25
21123,KY,7.25
21003,KY,7.25
21177,KY,7.25
21223,KY,7.25
21077,KY,7.25
21109,KY,7.25
21135,KY,7.25
21179,KY,7.25
20203,KS,7.25
21149,KY,7.25
21099,KY,7.25
21167,KY,7.25
21047,KY,7.25
21083,KY,7.25
21155,KY,7.25
21183,KY,7.25
21001,KY,7.25
21065,KY,7.25
21063,KY,7.25
21139,KY,7.25
21069,KY,7.25
21203,KY,7.25
21181,KY,7.25
21191,KY,7.25
21217,KY,7.25
21115,KY,7.25
21153,KY,7.25
21213,KY,7.25
21143,KY,7.25
21129,KY,7.25
21175,KY,7.25
21087,KY,7.25
21035,KY,7.25
20195,KS,7.25
20187,KS,7.25
21207,KY,7.25
21205,KY,7.25
21033,KY,7.25
21097,KY,7.25
21233,KY,7.25
21013,KY,7.25
21039,KY,7.25
21215,KY,7.25
21131,KY,7.25
21173,KY,7.25
21225,KY,7.25
21171,KY,7.25
21053,KY,7.25
21119,KY,7.25
21061,KY,7.25
21197,KY,7.25
21161,KY,7.25
21187,KY,7.25
21189,KY,7.25
21007,KY,7.25
21041,KY,7.25
21005,KY,7.25
21229,KY,7.25
21105,KY,7.25
21075,KY,7.25
21051,KY,7.25
21027,KY,7.25
21147,KY,7.25
21237,KY,7.25
21011,KY,7.25
21091,KY,7.25
21201,KY,7.25
22045,LA,7.25
22021,LA,7.25
22035,LA,7.25
22031,LA,7.25
22041,LA,7.25
22027,LA,7.25
22043,LA,7.25
22029,LA,7.25
22023,LA,7.25
22049,LA,7.25
22025,LA,7.25
22073,LA,7.25
22057,LA,7.25
22071,LA,7.25
22069,LA,7.25
22061,LA,7.25
22059,LA,7.25
22065,LA,7.25
23001,ME,13.8
22085,LA,7.25
23005,ME,13.8
22081,LA,7.25
23003,ME,13.8
22089,LA,7.25
22095,LA,7.25
22125,LA,7.25
22115,LA,7.25
22127,LA,7.25
22111,LA,7.25
22119,LA,7.25
22083,LA,7.25
22091,LA,7.25
22107,LA,7.25
23007,ME,13.8
23025,ME,13.8
23017,ME,13.8
23019,ME,13.8
23029,ME,13.8
24001,MD,13.25
23021,ME,13.8
23009,ME,13.8
23023,ME,13.8
23011,ME,13.8
23013,ME,13.8
23015,ME,13.8
24017,MD,13.25
24005,MD,13.25
24021,MD,13.25
24011,MD,13.25
24013,MD,13.25
24015,MD,13.25
24009,MD,13.25
24027,MD,13.25
24025,MD,13.25
24023,MD,13.25
24029,MD,13.25
24039,MD,13.25
24041,MD,13.25
24045,MD,13.25
24037,MD,13.25
24047,MD,13.25
25007,MA,15.0
26005,MI,10.1
26003,MI,10.1
26001,MI,10.1
26049,MI,10.1
26017,MI,10.1
26009,MI,10.1
26037,MI,10.1
26023,MI,10.1
26025,MI,10.1
26045,MI,10.1
26047,MI,10.1
26029,MI,10.1
26019,MI,10.1
26015,MI,10.1
26011,MI,10.1
26033,MI,10.1
26021,MI,10.1
26027,MI,10.1
26041,MI,10.1
26035,MI,10.1
26007,MI,10.1
26013,MI,10.1
26043,MI,10.1
26069,MI,10.1
26077,MI,10.1
26067,MI,10.1
26075,MI,10.1
26065,MI,10.1
26073,MI,10.1
26057,MI,10.1
26051,MI,10.1
26071,MI,10.1
26061,MI,10.1
26063,MI,10.1
26053,MI,10.1
26079,MI,10.1
26099,MI,10.1
26097,MI,10.1
26091,MI,10.1
26087,MI,10.1
26095,MI,10.1
26089,MI,10.1
26083,MI,10.1
26085,MI,10.1
26125,MI,10.1
26103,MI,10.1
26123,MI,10.1
26101,MI,10.1
26115,MI,10.1
26121,MI,10.1
26107,MI,10.1
26117,MI,10.1
26111,MI,10.1
26113,MI,10.1
26105,MI,10.1
26119,MI,10.1
26109,MI,10.1
26147,MI,10.1
26145,MI,10.1
26151,MI,10.1
26127,MI,10.1
26143,MI,10.1
26129,MI,10.1
26153,MI,10.1
26137,MI,10.1
26133,MI,10.1
26157,MI,10.1
26135,MI,10.1
26141,MI,10.1
26131,MI,10.1
26163,MI,10.1
26161,MI,10.1
26159,MI,10.1
27003,MN,10.59
27007,MN,10.59
27005,MN,10.59
27001,MN,10.59
27009,MN,10.59
26165,MI,10.1
27011,MN,10.59
27053,MN,10.59
27021,MN,10.59
27037,MN,10.59
27015,MN,10.59
27017,MN,10.59
27047,MN,10.59
27041,MN,10.59
27025,MN,10.59
27019,MN,10.59
27023,MN,10.59
27027,MN,10.59
27049,MN,10.59
27033,MN,10.59
27039,MN,10.59
27035,MN,10.59
27029,MN,10.59
27045,MN,10.59
27031,MN,10.59
27043,MN,10.59
27051,MN,10.59
27109,MN,10.59
27061,MN,10.59
27105,MN,10.59
27115,MN,10.59
27069,MN,10.59
27091,MN,10.59
27099,MN,10.59
27059,MN,10.59
27117,MN,10.59
27063,MN,10.59
27081,MN,10.59
27067,MN,10.59
27057,MN,10.59
27085,MN,10.59
27107,MN,10.59
27101,MN,10.59
27055,MN,10.59
27075,MN,10.59
27119,MN,10.59
27065,MN,10.59
27073,MN,10.59
27097,MN,10.59
27083,MN,10.59
27093,MN,10.59
27087,MN,10.59
27089,MN,10.59
27145,MN,10.59
27123,MN,10.59
27139,MN,10.59
27133,MN,10.59
27153,MN,10.59
27141,MN,10.59
27161,MN,10.59
27155,MN,10.59
27157,MN,10.59
27131,MN,10.59
27151,MN,10.59
27135,MN,10.59
27127,MN,10.59
27147,MN,10.59
27121,MN,10.59
27143,MN,10.59
27159,MN,10.59
27149,MN,10.59
27125,MN,10.59
28049,MS,7.25
27171,MN,10.59
28035,MS,7.25
28051,MS,7.25
28021,MS,7.25
28025,MS,7.25
28045,MS,7.25
28001,MS,7.25
28023,MS,7.25
27169,MN,10.59
28041,MS,7.25
27165,MN,10.59
27173,MN,10.59
28037,MS,7.25
28027,MS,7.25
28005,MS,7.25
28009,MS,7.25
28039,MS,7.25
28011,MS,7.25
28007,MS,7.25
28029,MS,7.25
28017,MS,7.25
28057,MS,7.25
28013,MS,7.25
27167,MN,10.59
28043,MS,7.25
28015,MS,7.25
28019,MS,7.25
28003,MS,7.25
28055,MS,7.25
28121,MS,7.25
28065,MS,7.25
28089,MS,7.25
28131,MS,7.25
28101,MS,7.25
28129,MS,7.25
28081,MS,7.25
28087,MS,7.25
28079,MS,7.25
28113,MS,7.25
28067,MS,7.25
28077,MS,7.25
28091,MS,7.25
28103,MS,7.25
28123,MS,7.25
28061,MS,7.25
28099,MS,7.25
28063,MS,7.25
28111,MS,7.25
28119,MS,7.25
28097,MS,7.25
28125,MS,7.25
28137,MS,7.25
28069,MS,7.25
29047,MO,12.0
28151,MS,7.25
29023,MO,12.0
29053,MO,12.0
28145,MS,7.25
29031,MO,12.0
29051,MO,12.0
29015,MO,12.0
29019,MO,12.0
29021,MO,12.0
29017,MO,12.0
29029,MO,12.0
29037,MO,12.0
29043,MO,12.0
28157,MS,7.25
28155,MS,7.25
29055,MO,12.0
29027,MO,12.0
28153,MS,7.25
29001,MO,12.0
29033,MO,12.0
29003,MO,12.0
29005,MO,12.0
29049,MO,12.0
29009,MO,12.0
29007,MO,12.0
29013,MO,12.0
29059,MO,12.0
29045,MO,12.0
29039,MO,12.0
28159,MS,7.25
28161,MS,7.25
28143,MS,7.25
29061,MO,12.0
28163,MS,7.25
29057,MO,12.0
29025,MO,12.0
29011,MO,12.0
29035,MO,12.0
29041,MO,12.0
29063,MO,12.0
29095,MO,12.0
29075,MO,12.0
29069,MO,12.0
29097,MO,12.0
29071,MO,12.0
29079,MO,12.0
29083,MO,12.0
29077,MO,12.0
29081,MO,12.0
29087,MO,12.0
29073,MO,12.0
29091,MO,12.0
29099,MO,12.0
29089,MO,12.0
29085,MO,12.0
29067,MO,12.0
29065,MO,12.0
29093,MO,12.0
29101,MO,12.0
29157,MO,12.0
29165,MO,12.0
29127,MO,12.0
29131,MO,12.0
29145,MO,12.0
29173,MO,12.0
29103,MO,12.0
29151,MO,12.0
29109,MO,12.0
29129,MO,12.0
29107,MO,12.0
29161,MO,12.0
29105,MO,12.0
29135,MO,12.0
29113,MO,12.0
29167,MO,12.0
29115,MO,12.0
29185,MO,12.0
29159,MO,12.0
29119,MO,12.0
29147,MO,12.0
29169,MO,12.0
29143,MO,12.0
29139,MO,12.0
29153,MO,12.0
29125,MO,12.0
29189,MO,12.0
29133,MO,12.0
29155,MO,12.0
29175,MO,12.0
29121,MO,12.0
29141,MO,12.0
29137,MO,12.0
29181,MO,12.0
29149,MO,12.0
29163,MO,12.0
29123,MO,12.0
29117,MO,12.0
29111,MO,12.0
29179,MO,12.0
29177,MO,12.0
29171,MO,12.0
29510,MO,12.0
29209,MO,12.0
29201,MO,12.0
29213,MO,12.0
29219,MO,12.0
29225,MO,12.0
29221,MO,12.0
29223,MO,12.0
